time,asset,AdrActCnt,CapMrktCurUSD,HashRate,NVTAdj,PriceUSD,SplyCur,TxCnt,TxTfrValAdjUSD,VelCur1yr
2018-01-01 00:00:00+00:00,btc,972783,225887722580.948558563658214246,14923655.7184224,49.91509162,13464.6536116306,16776348.58618491,241625,4525439405.811560897843177708,37.9844065049478
2018-01-02 00:00:00+00:00,btc,1142721,247555189825.1814193788629499,16415540.6673567,41.63040382,14754.322204851,16778486.0861849,343664,5946499844.12464534636336797,38.0019339244505
2018-01-03 00:00:00+00:00,btc,1130917,251879335164.348596203277476304,15071578.273538,44.70739876,15010.2861595558,16780448.58618488,396942,5633951922.355870434052208124,37.983199878225
2018-01-04 00:00:00+00:00,btc,1253986,252918055361.861462796338311188,16127548.7258241,34.29180194,15070.3007986558,16782548.58618486,424762,7375467052.299311542338463204,37.9655404773754
2018-01-05 00:00:00+00:00,btc,1069525,285287177348.308949806708857774,13727615.8797194,32.28714867,16997.2274079486,16784336.08618409,339441,8835935940.634569630489584244,37.9288752436187
2018-01-06 00:00:00+00:00,btc,1163503,287108308287.37241392555320027,16127548.7258241,39.3886788,17103.589279661,16786436.08618407,356470,7289107352.71246689513374263,37.9317765164506
2018-01-07 00:00:00+00:00,btc,1130388,272505179860.495357959875422775,15551564.842759,33.61711289,16231.6949994155,16788461.08618405,372566,8106144651.51975225206852805,37.974968814609
2018-01-08 00:00:00+00:00,btc,1157303,250807207092.343770528332230456,15935554.0981357,36.48311025,14937.4150894214,16790536.08612404,345855,6874611439.138275342827682828,38.0225964452691
2018-01-09 00:00:00+00:00,btc,1145338,241453646852.438707822371885134,15743559.4704474,36.56896653,14378.5862174167,16792586.08610402,354874,6602692658.282621169981778968,38.0218489629587
2018-01-10 00:00:00+00:00,btc,1118949,246362365863.3231446816022054,15935554.0981357,35.82997797,14669.0882656341,16794661.086094,347701,6875872658.228399958522075891,38.0208019403846
2018-01-11 00:00:00+00:00,btc,1222969,221498893134.716947555896191164,18527481.5719289,35.92257189,13186.7549427236,16797073.58609399,334581,6166008764.161190538375553912,37.8927332003064
2018-01-12 00:00:00+00:00,btc,1153290,231652981446.498499228868814016,17087521.864266,42.08976645,13789.4436639392,16799298.58608398,304727,5503783959.207870854951003904,37.8310988842328
2018-01-13 00:00:00+00:00,btc,939348,239101104762.359611340833558937,15881806.2094572,53.02035754,14231.2250645821,16801161.08608397,264304,4509609437.98963906532375181,37.7789430402092
2018-01-14 00:00:00+00:00,btc,971840,229884291706.09931818226898251,17165770.5545811,55.89387346,13681.0654611338,16803098.58608395,236042,4112871008.332418061079211088,37.7731264253017
2018-01-15 00:00:00+00:00,btc,949563,228408095575.093235257385995598,16612036.0205623,48.6126017,13591.6961966686,16804973.58608393,272139,4698536749.628536654390355526,37.7705132781732
2018-01-16 00:00:00+00:00,btc,1001819,192121046221.587815960165066256,17608758.1817961,34.92009374,11431.0401052016,16806961.08608391,306170,5501733404.666835964929520752,37.8105788328455
2018-01-17 00:00:00+00:00,btc,1090483,187582403000.911514684980420267,18494733.4362261,35.49858507,11159.6085905903,16809048.58608389,314242,5284221966.872071607043181035,37.8096330974296
2018-01-18 00:00:00+00:00,btc,1050790,189059547788.133804277899641836,19159214.8770486,39.79011621,11246.0397302747,16811211.08608388,307893,4751419845.344011421282109864,37.8098005507374
2018-01-19 00:00:00+00:00,btc,1027992,192348146652.903803891999207426,18273239.6226186,38.11658067,11440.2555616598,16813273.58608387,242661,5046311691.55042010016831465,37.7967573587312
2018-01-20 00:00:00+00:00,btc,970060,214707089256.08001385443083824,19712949.4110673,56.40367826,12768.4045856224,16815498.58608385,236313,3806615027.013582288002088448,37.7764564033109
2018-01-21 00:00:00+00:00,btc,988506,192099954357.022136061634068407,20709671.572301,62.34155807,11422.3942589129,16817836.08608383,217475,3081410864.448530318218159104,37.7610688378357
2018-01-22 00:00:00+00:00,btc,946599,180601416229.532133638920622751,18494733.4362261,50.64807843,10737.3505774401,16819923.58608351,250083,3565809836.133203572670998233,37.7712665475878
